department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
accounting,medium,284,3,96.0,53.0,3,0,1
technical,low,281,3,87.0,100.0,3,0,1
technical,medium,276,5,50.0,89.0,3,0,1
technical,low,261,2,88.0,58.0,4,0,1
support,low,286,3,55.0,99.0,3,0,1
support,low,279,3,89.0,86.0,2,0,1
support,low,267,3,58.0,69.0,3,0,1
support,low,264,5,58.0,96.0,2,0,1
support,low,271,5,34.0,88.0,6,0,1
support,low,281,5,54.0,65.0,4,1,1
technical,low,266,4,59.0,54.0,3,0,1
IT,low,276,4,88.0,96.0,3,0,1
IT,low,266,4,72.0,69.0,3,0,1
IT,low,275,4,79.0,75.0,3,0,1
product_mng,low,276,4,51.0,73.0,3,0,1
product_mng,low,271,3,84.0,84.0,4,0,1
product_mng,low,262,4,95.0,67.0,2,0,1
sales,low,281,5,58.0,88.0,4,0,1
management,low,274,3,69.0,98.0,3,1,1
marketing,low,273,6,17.0,64.0,5,1,1
sales,low,276,3,81.0,72.0,3,1,1
sales,low,277,3,41.0,50.0,3,0,1
sales,medium,268,3,12.0,42.0,2,0,1
sales,medium,276,4,71.0,60.0,3,0,1
accounting,medium,281,5,32.0,69.0,4,0,1
hr,medium,284,5,83.0,98.0,4,0,1
technical,high,285,4,74.0,92.0,3,0,1
technical,medium,281,4,67.0,85.0,3,0,1
support,low,258,3,85.0,56.0,3,0,1
technical,low,288,4,49.0,75.0,3,1,1
management,low,277,4,70.0,74.0,3,1,1
marketing,low,257,4,44.0,58.0,3,0,1
marketing,low,282,5,50.0,87.0,2,0,1
sales,low,290,5,63.0,74.0,2,0,1
accounting,low,273,4,87.0,77.0,3,0,1
sales,low,286,4,82.0,53.0,3,1,1
sales,low,278,4,97.0,89.0,3,0,1
sales,low,268,4,90.0,81.0,2,0,1
sales,low,261,6,41.0,50.0,2,0,1
sales,low,273,4,58.0,94.0,2,0,1
sales,low,261,5,77.0,50.0,2,0,1
sales,medium,280,4,89.0,75.0,3,1,1
accounting,medium,287,4,64.0,72.0,3,0,1
accounting,medium,285,2,31.0,79.0,4,0,1
technical,low,298,4,60.0,88.0,3,0,1
support,low,287,3,20.0,100.0,4,0,1
support,low,286,3,13.0,60.0,5,0,1
support,low,264,3,95.0,90.0,2,0,1
support,low,275,5,15.0,96.0,6,0,1
support,low,279,4,22.0,98.0,3,0,1
support,low,281,2,33.0,51.0,3,0,1
support,low,260,4,23.0,96.0,4,0,1
technical,low,281,4,85.0,79.0,2,0,1
IT,low,267,3,79.0,57.0,2,0,1
IT,low,274,4,60.0,60.0,3,0,1
product_mng,medium,281,5,89.0,74.0,3,0,1
product_mng,medium,275,3,65.0,92.0,3,1,1
RandD,medium,247,4,61.0,70.0,3,1,1
sales,low,242,5,40.0,79.0,5,0,1
support,medium,278,3,49.0,57.0,3,0,1
sales,low,281,3,95.0,75.0,2,0,1
sales,low,260,5,85.0,100.0,2,0,1
sales,low,271,4,24.0,39.0,5,0,1
sales,low,270,5,85.0,99.0,4,0,1
sales,low,278,5,99.0,98.0,2,0,1
accounting,medium,258,4,49.0,49.0,2,0,1
accounting,medium,275,3,56.0,73.0,3,0,1
accounting,medium,277,6,65.0,66.0,4,0,1
technical,low,289,3,62.0,68.0,5,1,1
management,low,274,4,78.0,68.0,3,1,1
IT,low,260,3,54.0,70.0,2,0,1
product_mng,medium,276,4,61.0,77.0,2,0,1
IT,medium,285,6,49.0,99.0,4,0,1
hr,medium,290,2,29.0,85.0,6,1,1
hr,medium,270,4,64.0,79.0,2,1,1
accounting,high,258,4,93.0,94.0,2,0,1
marketing,medium,284,6,16.0,66.0,6,0,1
marketing,low,270,5,68.0,85.0,3,0,1
sales,low,282,2,71.0,80.0,4,0,1
sales,low,283,5,62.0,82.0,5,0,1
sales,low,278,2,74.0,75.0,3,1,1
sales,low,263,3,81.0,50.0,3,0,1
technical,medium,273,4,20.0,82.0,5,0,1
technical,low,270,4,51.0,91.0,3,0,1
technical,medium,283,4,55.0,99.0,3,0,1
support,low,261,3,45.0,41.0,2,1,1
support,low,257,4,91.0,61.0,3,0,1
technical,low,267,6,73.0,59.0,5,0,1
IT,low,286,4,98.0,88.0,2,0,1
product_mng,low,279,4,62.0,65.0,3,1,1
product_mng,medium,266,3,57.0,62.0,4,0,1
product_mng,medium,294,3,99.0,57.0,4,1,1
RandD,medium,283,2,82.0,68.0,3,0,1
RandD,medium,281,4,24.0,81.0,5,0,1
technical,high,282,5,84.0,73.0,3,0,1
marketing,medium,276,3,90.0,55.0,3,0,1
marketing,medium,262,5,13.0,73.0,5,0,1
sales,low,273,3,60.0,67.0,2,0,1
sales,low,276,4,72.0,87.0,2,1,1
sales,low,265,4,68.0,61.0,3,0,1
hr,medium,274,3,51.0,72.0,2,0,1
technical,medium,268,3,74.0,58.0,2,0,1
technical,medium,274,3,86.0,73.0,3,0,1
support,medium,267,3,85.0,51.0,3,0,1
support,low,279,2,63.0,85.0,3,1,1
marketing,medium,287,3,74.0,87.0,3,0,1
sales,low,272,3,60.0,50.0,3,0,1
sales,low,277,4,69.0,82.0,2,1,1
sales,low,256,2,56.0,96.0,2,0,1
sales,low,294,2,50.0,67.0,3,0,1
sales,low,281,5,84.0,50.0,2,0,1
accounting,low,277,5,93.0,48.0,6,0,1
hr,medium,284,5,12.0,50.0,4,0,1
technical,medium,278,4,52.0,58.0,3,0,1
support,low,280,3,60.0,54.0,2,0,1
support,medium,263,3,71.0,100.0,4,0,1
technical,low,261,5,21.0,81.0,4,0,1
IT,low,264,3,15.0,84.0,6,0,1
product_mng,low,282,2,38.0,55.0,6,0,1
IT,low,282,3,27.0,86.0,5,0,1
RandD,medium,277,4,86.0,64.0,2,0,1
RandD,medium,278,6,17.0,52.0,5,0,1
sales,medium,270,3,66.0,69.0,2,0,1
accounting,medium,289,3,95.0,51.0,4,0,1
technical,medium,293,5,59.0,92.0,3,0,1
management,medium,304,5,49.0,61.0,3,0,1
sales,medium,291,5,90.0,88.0,4,0,1
sales,low,270,3,98.0,81.0,4,0,1
sales,low,280,4,52.0,100.0,3,0,1
hr,low,286,3,12.0,95.0,3,0,1
hr,low,282,5,91.0,67.0,3,0,1
technical,medium,266,4,99.0,62.0,2,0,1
technical,medium,280,4,49.0,80.0,2,0,1
technical,medium,271,4,92.0,51.0,3,1,1
support,medium,269,3,21.0,84.0,2,0,1
IT,low,263,3,89.0,90.0,3,0,1
IT,low,285,4,84.0,81.0,2,1,1
product_mng,low,272,3,72.0,68.0,3,1,1
sales,medium,272,3,57.0,46.0,3,0,1
accounting,medium,260,4,90.0,69.0,3,0,1
sales,high,288,2,59.0,75.0,2,0,1
sales,low,278,4,97.0,69.0,3,0,1
sales,medium,283,3,56.0,85.0,2,0,1
sales,medium,288,4,78.0,59.0,3,1,1
hr,low,262,4,64.0,72.0,4,0,1
technical,medium,269,5,58.0,90.0,3,0,1
technical,medium,272,3,68.0,58.0,2,0,1
technical,medium,277,3,82.0,73.0,4,0,1
technical,medium,282,5,83.0,78.0,3,0,1
support,low,277,2,49.0,49.0,3,0,1
support,medium,264,4,57.0,95.0,3,0,1
support,medium,265,4,66.0,93.0,3,0,1
IT,low,278,2,78.0,60.0,2,0,1
product_mng,low,264,3,55.0,80.0,3,1,1
product_mng,low,268,3,98.0,62.0,4,0,1
product_mng,low,277,4,89.0,51.0,3,0,1
accounting,medium,283,3,67.0,83.0,3,0,1
support,medium,290,4,100.0,49.0,3,0,1
technical,medium,276,4,67.0,44.0,2,1,1
marketing,medium,283,2,20.0,98.0,3,0,1
sales,high,283,4,71.0,87.0,3,0,1
sales,low,290,3,65.0,91.0,3,0,1
sales,low,270,4,82.0,82.0,2,0,1
technical,low,261,3,48.0,89.0,3,0,0
technical,low,274,4,96.0,90.0,3,0,0
support,medium,286,3,52.0,63.0,2,0,0
support,medium,279,5,24.0,78.0,5,0,0
support,medium,265,6,92.0,95.0,4,0,0
support,medium,279,3,66.0,89.0,3,1,0
technical,medium,274,3,93.0,68.0,3,1,0
IT,medium,265,4,77.0,59.0,3,0,0
RandD,low,257,4,60.0,48.0,4,1,0
marketing,medium,287,3,78.0,49.0,3,1,0
support,medium,308,4,60.0,53.0,3,0,0
technical,medium,274,4,31.0,100.0,5,0,0
management,medium,296,3,49.0,68.0,3,0,0
marketing,medium,268,4,33.0,95.0,3,0,0
marketing,medium,282,3,76.0,91.0,2,0,0
sales,medium,262,3,65.0,63.0,3,0,0
sales,medium,253,5,88.0,75.0,3,0,0
sales,medium,278,5,52.0,92.0,6,1,0
sales,high,269,6,48.0,50.0,4,0,0
accounting,high,286,5,20.0,59.0,4,0,0
hr,high,257,3,93.0,84.0,3,0,0
technical,low,296,4,55.0,92.0,2,0,0
support,low,274,3,73.0,64.0,4,0,0
support,low,260,3,57.0,56.0,3,0,0
IT,medium,276,3,63.0,80.0,3,0,0
IT,high,267,4,23.0,88.0,6,0,0
IT,high,265,3,93.0,53.0,2,1,0
product_mng,high,279,4,78.0,86.0,3,0,0
sales,low,275,5,75.0,73.0,3,1,0
support,medium,278,3,61.0,82.0,3,0,0
marketing,medium,276,5,36.0,97.0,3,0,0
marketing,medium,272,2,59.0,67.0,3,0,0
sales,medium,284,4,78.0,63.0,3,0,0
sales,medium,278,5,93.0,53.0,2,0,0
sales,medium,294,4,67.0,72.0,3,0,0
sales,medium,268,4,52.0,63.0,2,0,0
technical,medium,290,5,69.0,95.0,2,0,0
technical,medium,264,5,25.0,80.0,4,1,0
support,high,256,3,40.0,43.0,3,0,0
management,medium,266,5,98.0,83.0,3,0,0
IT,medium,266,4,92.0,89.0,4,1,0
RandD,low,283,3,57.0,98.0,2,0,0
RandD,low,295,4,81.0,52.0,3,0,0
technical,high,277,5,56.0,67.0,3,1,0
management,low,263,5,86.0,71.0,4,0,0
marketing,low,267,4,74.0,90.0,2,0,0
sales,low,271,3,57.0,61.0,5,0,0
sales,high,275,3,90.0,64.0,3,0,0
sales,medium,281,3,80.0,57.0,2,0,0
sales,medium,286,4,22.0,80.0,5,0,0
accounting,low,289,4,73.0,84.0,2,0,0
accounting,medium,296,3,48.0,47.0,3,0,0
hr,medium,274,3,52.0,94.0,3,0,0
hr,medium,282,4,53.0,71.0,3,0,0
technical,medium,264,4,97.0,48.0,3,0,0
technical,medium,256,3,97.0,54.0,2,1,0
technical,medium,278,4,54.0,88.0,4,0,0
technical,low,274,4,99.0,70.0,4,1,0
support,high,279,4,79.0,76.0,4,0,0
support,low,261,3,71.0,54.0,3,0,0
support,medium,278,3,82.0,76.0,3,0,0
technical,medium,302,4,60.0,70.0,4,1,0
technical,medium,276,2,17.0,88.0,4,0,0
management,medium,275,4,73.0,60.0,3,0,0
product_mng,low,282,5,69.0,54.0,3,1,0
marketing,low,273,4,86.0,61.0,2,0,0
management,low,280,5,67.0,55.0,2,0,0
marketing,low,265,6,25.0,96.0,4,0,0
sales,medium,275,3,65.0,66.0,2,0,0
sales,medium,267,3,81.0,56.0,3,0,0
accounting,high,281,4,58.0,53.0,3,1,0
accounting,low,270,4,14.0,57.0,5,0,0
technical,low,270,2,15.0,37.0,3,0,0
technical,low,276,3,98.0,51.0,2,0,0
technical,low,265,4,91.0,50.0,3,0,0
support,low,277,4,86.0,71.0,3,1,0
support,medium,284,3,56.0,63.0,2,0,0
IT,medium,277,4,58.0,77.0,6,0,0
product_mng,medium,263,2,54.0,64.0,2,0,0
product_mng,low,276,5,59.0,99.0,3,1,0
product_mng,medium,273,3,92.0,88.0,4,1,0
RandD,medium,279,4,82.0,80.0,3,0,0
RandD,low,266,5,86.0,68.0,2,0,0
marketing,low,265,5,66.0,77.0,3,0,0
sales,low,284,3,85.0,66.0,3,0,0
accounting,low,285,3,80.0,60.0,2,0,0
technical,low,287,3,99.0,61.0,3,0,0
management,low,269,3,25.0,45.0,5,0,0
marketing,low,282,4,93.0,99.0,3,1,0
sales,low,275,5,50.0,54.0,2,0,0
sales,medium,272,4,68.0,71.0,2,0,0
sales,medium,269,3,62.0,87.0,2,1,0
hr,medium,242,4,99.0,54.0,4,1,0
hr,medium,266,3,93.0,52.0,2,1,0
hr,medium,286,3,20.0,75.0,4,0,0
technical,low,269,4,58.0,61.0,3,0,0
support,low,292,4,94.0,76.0,6,0,0
support,medium,297,4,18.0,54.0,3,0,0
technical,medium,292,3,18.0,62.0,4,0,0
IT,medium,277,5,70.0,74.0,2,0,0
IT,high,278,5,93.0,92.0,5,0,0
IT,medium,291,4,50.0,76.0,3,1,0
RandD,low,263,3,54.0,71.0,3,0,0
IT,low,272,4,74.0,63.0,2,0,0
RandD,low,274,3,66.0,67.0,2,0,0
sales,medium,274,3,61.0,87.0,2,1,0
support,medium,275,3,74.0,98.0,6,1,0
sales,medium,283,4,48.0,51.0,4,0,0
sales,medium,259,3,65.0,84.0,2,1,0
sales,medium,302,2,94.0,49.0,5,0,0
sales,low,283,4,91.0,79.0,2,0,0
sales,low,271,3,87.0,65.0,3,1,0
sales,low,261,5,23.0,79.0,5,1,0
technical,low,295,4,40.0,73.0,3,0,0
technical,medium,268,3,68.0,85.0,3,0,0
technical,medium,272,3,95.0,88.0,2,1,0
support,medium,282,4,63.0,96.0,2,0,0
support,medium,270,4,47.0,53.0,3,0,0
support,medium,273,6,20.0,50.0,6,1,0
technical,low,264,2,72.0,84.0,2,1,0
IT,low,257,5,56.0,57.0,2,0,0
IT,low,267,3,70.0,74.0,2,0,0
IT,medium,282,3,59.0,82.0,2,0,0
product_mng,medium,267,3,78.0,96.0,3,0,0
product_mng,medium,285,3,62.0,64.0,3,0,0
management,medium,281,2,71.0,61.0,2,0,0
management,medium,272,4,72.0,45.0,6,0,0
management,medium,275,3,76.0,77.0,3,0,0
technical,high,282,3,83.0,56.0,3,0,0
sales,high,281,4,92.0,99.0,4,0,0
sales,low,266,3,67.0,77.0,3,0,0
sales,low,276,3,56.0,45.0,3,0,0
sales,low,269,4,91.0,63.0,3,0,0
sales,low,267,4,56.0,86.0,2,1,0
accounting,medium,269,3,72.0,95.0,2,0,0
hr,medium,287,4,56.0,86.0,3,0,0
technical,low,273,3,92.0,56.0,3,0,0
support,low,272,5,74.0,88.0,3,1,0
support,low,286,4,88.0,84.0,4,1,0
support,low,287,2,69.0,72.0,2,0,0
technical,medium,272,4,87.0,78.0,3,0,0
technical,medium,280,3,98.0,50.0,3,0,0
IT,medium,288,3,90.0,61.0,3,0,0
IT,medium,270,4,49.0,87.0,3,1,0
product_mng,medium,280,4,78.0,57.0,3,0,0
product_mng,medium,295,3,58.0,98.0,3,0,0
product_mng,medium,282,5,91.0,88.0,2,1,0
IT,medium,272,4,92.0,75.0,3,0,0
RandD,medium,263,4,36.0,66.0,2,0,0
RandD,medium,269,4,55.0,53.0,3,0,0
RandD,medium,267,4,95.0,96.0,3,0,0
RandD,medium,286,3,50.0,67.0,3,0,0
RandD,medium,276,3,42.0,73.0,6,0,0
accounting,low,270,3,75.0,68.0,5,0,0
marketing,low,280,4,88.0,70.0,4,0,0
sales,high,284,5,53.0,63.0,4,0,0
sales,low,283,4,84.0,40.0,3,0,0
sales,high,290,3,49.0,93.0,3,0,0
sales,medium,278,3,71.0,91.0,3,0,0
sales,high,286,4,83.0,64.0,2,0,0
accounting,medium,291,4,88.0,93.0,3,0,0
hr,medium,284,4,87.0,53.0,3,0,0
technical,low,272,2,43.0,82.0,5,0,0
technical,low,280,5,80.0,90.0,3,0,0
support,low,271,5,32.0,67.0,4,1,0
support,high,289,3,77.0,56.0,4,0,0
support,medium,284,3,97.0,77.0,3,0,0
technical,high,285,4,98.0,63.0,2,0,0
IT,medium,285,5,62.0,64.0,2,0,0
IT,medium,273,4,53.0,94.0,6,0,0
IT,medium,281,3,93.0,49.0,2,0,0
product_mng,medium,272,4,51.0,91.0,2,0,0
management,medium,265,4,76.0,76.0,3,0,0
IT,medium,261,3,69.0,89.0,4,0,0
product_mng,low,265,4,58.0,60.0,3,0,0
sales,medium,286,4,98.0,77.0,4,0,0
sales,medium,264,3,58.0,54.0,6,0,0
sales,high,253,4,57.0,97.0,4,0,0
sales,low,272,4,84.0,79.0,4,0,0
sales,medium,246,5,15.0,67.0,6,0,0
sales,low,277,5,88.0,72.0,4,0,0
sales,low,276,3,69.0,99.0,3,0,0
accounting,low,293,5,56.0,84.0,2,1,0
hr,low,284,3,49.0,58.0,3,0,0
hr,low,281,4,40.0,45.0,3,0,0
hr,low,283,3,67.0,36.0,4,0,0
technical,low,293,3,79.0,50.0,3,1,0
technical,low,269,5,47.0,44.0,5,1,0
support,high,287,3,82.0,54.0,4,0,0
IT,low,262,3,82.0,87.0,2,0,0
product_mng,low,283,5,63.0,57.0,3,0,0
management,high,276,2,91.0,53.0,3,0,0
management,high,298,4,89.0,100.0,2,1,0
sales,low,289,3,96.0,93.0,2,0,0
sales,medium,276,2,83.0,72.0,3,0,0
sales,medium,266,3,75.0,92.0,3,1,0
sales,medium,283,5,75.0,82.0,3,1,0
sales,medium,269,2,41.0,69.0,4,1,0
sales,low,281,3,96.0,94.0,3,0,0
sales,low,277,4,58.0,79.0,3,0,0
product_mng,low,278,3,74.0,89.0,3,0,0
management,high,285,4,78.0,74.0,3,1,0
marketing,medium,275,3,50.0,72.0,2,1,0
accounting,medium,269,4,100.0,52.0,3,0,0
sales,medium,277,3,85.0,91.0,3,0,0
sales,medium,273,4,82.0,89.0,3,0,0
IT,low,274,5,19.0,81.0,5,0,0
management,high,274,3,90.0,90.0,3,1,0
management,high,264,4,59.0,100.0,3,0,0
accounting,low,282,2,53.0,46.0,2,0,0
sales,medium,276,5,57.0,50.0,5,1,0
sales,medium,279,4,85.0,99.0,2,0,0
sales,medium,258,5,64.0,67.0,2,0,0
product_mng,high,280,3,57.0,54.0,3,1,0
management,high,277,2,86.0,85.0,4,0,0
management,high,259,5,60.0,70.0,2,0,0
marketing,low,282,4,17.0,76.0,5,0,0
marketing,low,271,3,54.0,63.0,3,0,0
marketing,low,283,5,35.0,78.0,4,0,0
sales,low,264,5,92.0,77.0,4,0,0
sales,low,257,4,66.0,100.0,2,0,0
sales,low,275,4,83.0,90.0,3,0,0
product_mng,medium,282,3,89.0,86.0,4,0,0
marketing,low,289,4,94.0,61.0,3,0,0
sales,low,264,4,24.0,85.0,5,0,0
sales,low,274,3,69.0,80.0,4,0,0
support,low,263,3,45.0,46.0,2,1,0
support,low,274,4,78.0,93.0,3,0,0
support,low,270,5,91.0,38.0,5,0,0
support,low,280,4,63.0,65.0,6,1,0
support,low,290,4,71.0,80.0,2,0,0
support,medium,274,3,73.0,69.0,3,0,0
product_mng,high,284,5,69.0,52.0,3,0,0
management,high,269,5,52.0,57.0,3,0,0
sales,low,303,4,78.0,66.0,3,0,0
sales,medium,251,3,94.0,69.0,3,0,0
sales,medium,273,4,55.0,73.0,3,0,0
sales,medium,262,2,43.0,38.0,3,1,0
sales,medium,273,3,77.0,66.0,2,0,0
sales,medium,278,5,59.0,80.0,3,0,0
sales,medium,259,4,65.0,54.0,4,0,0
sales,medium,283,2,82.0,37.0,3,0,0
sales,low,268,2,31.0,72.0,3,0,0
sales,low,293,4,84.0,65.0,2,0,0
product_mng,low,282,3,15.0,40.0,5,0,0
management,high,282,4,64.0,52.0,2,1,0
sales,low,295,5,48.0,63.0,5,0,0
support,low,267,4,82.0,58.0,5,0,0
sales,medium,278,3,99.0,54.0,3,0,0
sales,medium,293,3,80.0,52.0,3,1,0
sales,medium,267,3,94.0,92.0,3,0,0
product_mng,medium,269,4,94.0,81.0,3,1,0
management,high,272,3,77.0,79.0,2,0,0
management,high,261,3,48.0,54.0,3,0,0
sales,low,276,3,62.0,68.0,3,0,0
sales,medium,272,4,61.0,90.0,3,0,0
sales,medium,283,6,27.0,60.0,5,1,0
management,high,277,3,89.0,65.0,2,0,0
accounting,medium,277,4,58.0,81.0,2,0,0
support,medium,291,3,64.0,77.0,2,1,0
marketing,medium,279,5,73.0,88.0,2,1,0
sales,medium,262,2,74.0,85.0,3,0,0
product_mng,low,281,4,75.0,82.0,2,0,0
RandD,high,277,4,78.0,84.0,3,0,0
RandD,high,278,6,18.0,95.0,3,0,0
RandD,low,280,3,80.0,84.0,6,0,0
sales,low,283,5,89.0,64.0,3,0,0
management,medium,251,3,84.0,50.0,2,0,0
sales,medium,301,2,64.0,38.0,5,0,0
sales,low,279,3,53.0,82.0,3,1,0
technical,medium,267,4,15.0,66.0,4,0,0
support,low,270,3,66.0,62.0,3,0,0
support,low,282,5,49.0,78.0,3,1,0
support,low,278,3,78.0,72.0,4,0,0
management,low,280,5,39.0,75.0,5,0,0
IT,low,282,3,90.0,83.0,3,0,0
IT,high,278,5,96.0,74.0,2,1,0
IT,low,266,4,63.0,81.0,4,0,0
IT,low,275,4,63.0,74.0,3,0,0
management,high,267,3,89.0,81.0,3,0,0
management,high,279,2,93.0,57.0,4,1,0
sales,high,279,4,87.0,59.0,3,0,0
sales,medium,279,3,56.0,53.0,3,0,0
sales,medium,278,4,97.0,55.0,5,1,0
sales,medium,262,3,61.0,51.0,3,0,0
sales,medium,268,4,73.0,46.0,4,1,0
sales,high,283,2,61.0,69.0,2,0,0
sales,low,269,4,99.0,71.0,2,0,0
sales,high,275,4,57.0,75.0,2,0,0
sales,low,268,4,74.0,96.0,3,0,0
sales,low,258,5,86.0,61.0,3,0,0
sales,low,268,4,68.0,72.0,3,0,0
product_mng,medium,291,3,66.0,63.0,4,0,0
management,high,277,3,86.0,89.0,2,0,0
marketing,medium,273,3,85.0,78.0,4,0,0
accounting,medium,274,5,98.0,53.0,3,0,0
sales,low,283,5,14.0,73.0,4,1,0
sales,low,282,5,20.0,54.0,6,0,0
sales,low,271,3,90.0,97.0,3,0,0
sales,low,276,5,51.0,96.0,4,0,0
product_mng,low,271,3,63.0,77.0,2,1,0
IT,low,265,3,83.0,88.0,3,1,0
management,high,295,4,67.0,72.0,2,1,0
management,high,267,4,96.0,52.0,3,0,0
marketing,medium,267,3,69.0,75.0,3,0,0
sales,medium,283,4,69.0,90.0,2,0,0
management,high,280,3,64.0,94.0,2,0,0
management,high,275,4,62.0,48.0,3,0,0
management,high,261,3,55.0,75.0,3,0,0
sales,low,277,4,98.0,51.0,2,0,0
accounting,low,272,5,83.0,78.0,2,1,0
technical,low,286,3,73.0,77.0,2,0,0
marketing,medium,271,3,58.0,86.0,2,0,0
marketing,medium,281,4,52.0,67.0,3,0,0
sales,medium,278,3,91.0,70.0,3,0,0
sales,medium,273,3,72.0,64.0,2,0,0
sales,medium,272,3,70.0,74.0,3,0,0
sales,medium,265,4,86.0,92.0,4,0,0
sales,medium,279,2,82.0,57.0,3,1,0
management,high,277,4,83.0,78.0,3,1,0
management,high,265,3,99.0,64.0,3,0,0
management,high,268,5,88.0,58.0,4,0,0
management,high,286,4,68.0,74.0,2,1,0
marketing,low,262,3,90.0,49.0,2,0,0
management,low,290,6,59.0,67.0,3,0,0
sales,low,269,6,76.0,71.0,2,0,0
sales,medium,267,5,23.0,63.0,4,1,0
support,medium,264,4,80.0,85.0,3,0,0
support,medium,289,4,62.0,49.0,3,0,0
support,high,280,5,28.0,46.0,6,0,0
technical,low,274,3,81.0,97.0,3,0,0
technical,medium,266,4,64.0,91.0,3,0,0
management,medium,278,5,76.0,60.0,3,1,0
sales,medium,265,3,79.0,87.0,2,0,0
sales,medium,273,3,72.0,91.0,2,0,0
sales,medium,262,5,22.0,59.0,2,0,0
sales,medium,263,5,18.0,73.0,5,0,0
sales,medium,248,2,91.0,49.0,3,0,0
sales,low,286,2,69.0,63.0,3,0,0
sales,low,259,5,91.0,66.0,3,0,0
sales,low,258,4,67.0,84.0,3,0,0
product_mng,low,291,2,98.0,62.0,3,1,0
product_mng,low,271,4,69.0,62.0,4,0,0
product_mng,low,254,5,96.0,74.0,5,1,0
sales,medium,267,4,69.0,68.0,3,0,0
marketing,medium,269,3,65.0,68.0,2,1,0
marketing,medium,282,3,70.0,75.0,3,0,0
sales,medium,279,3,48.0,94.0,2,0,0
sales,low,262,4,48.0,51.0,4,0,0
IT,low,287,4,16.0,89.0,3,1,0
accounting,high,257,3,72.0,97.0,3,0,0
IT,medium,277,3,91.0,71.0,2,0,0
management,high,294,3,74.0,54.0,3,0,0
sales,medium,271,2,56.0,56.0,2,0,0
IT,medium,281,6,56.0,41.0,3,0,0
IT,low,287,5,88.0,55.0,2,0,0
sales,low,273,5,86.0,90.0,4,0,1
sales,low,269,4,66.0,84.0,3,0,1
sales,low,281,3,41.0,45.0,2,0,1
sales,low,291,5,68.0,83.0,3,0,1
sales,low,277,3,59.0,47.0,2,0,1
sales,low,270,3,52.0,78.0,3,0,1
sales,low,271,2,30.0,54.0,2,0,1
sales,low,270,5,44.0,67.0,3,1,1
sales,low,269,3,75.0,64.0,3,0,1
accounting,low,248,4,23.0,94.0,6,0,1
hr,low,284,6,34.0,46.0,2,0,1
hr,low,285,3,52.0,59.0,3,0,1
technical,low,277,4,79.0,83.0,2,0,1
technical,low,257,3,50.0,77.0,2,0,1
technical,low,288,3,89.0,65.0,3,0,1
support,low,280,6,84.0,52.0,3,0,1
support,low,279,3,26.0,47.0,4,0,1
support,low,270,5,57.0,96.0,4,0,1
technical,low,269,3,14.0,99.0,4,1,1
technical,low,262,5,94.0,62.0,2,0,1
management,medium,272,2,30.0,58.0,3,0,1
IT,medium,278,6,29.0,43.0,3,0,1
IT,medium,274,3,82.0,75.0,3,0,1
product_mng,medium,271,4,62.0,75.0,4,1,1
product_mng,medium,287,5,64.0,99.0,5,0,1
management,low,270,4,17.0,52.0,4,0,1
marketing,low,287,3,75.0,56.0,3,0,1
marketing,low,282,4,49.0,73.0,3,0,1
marketing,low,275,4,84.0,58.0,2,0,1
sales,low,275,4,48.0,96.0,2,1,1
sales,low,267,3,54.0,53.0,3,0,1
sales,low,268,5,76.0,99.0,3,1,1
sales,medium,279,4,77.0,84.0,3,0,1
hr,medium,280,4,95.0,97.0,2,0,1
hr,high,277,4,72.0,83.0,3,0,1
technical,low,278,4,74.0,67.0,3,0,1
technical,low,262,4,90.0,55.0,3,0,1
support,low,278,3,67.0,55.0,3,0,1
technical,low,273,4,97.0,55.0,3,0,1
technical,low,267,3,55.0,59.0,4,0,1
management,low,281,2,32.0,95.0,5,0,1
IT,low,269,3,40.0,42.0,2,1,1
IT,low,285,2,66.0,54.0,2,0,1
marketing,low,281,4,70.0,77.0,2,0,1
marketing,low,291,2,69.0,89.0,3,0,1
marketing,low,272,2,72.0,57.0,2,0,1
sales,low,262,3,21.0,65.0,3,0,1
sales,low,284,3,91.0,90.0,3,0,1
sales,low,265,3,72.0,71.0,2,1,1
sales,low,275,3,96.0,72.0,3,0,1
sales,low,283,4,100.0,89.0,3,0,1
sales,low,286,3,63.0,51.0,6,0,1
sales,medium,280,6,24.0,74.0,5,0,1
sales,medium,289,4,44.0,38.0,2,0,1
hr,medium,282,3,92.0,57.0,3,0,1
hr,medium,249,4,51.0,51.0,3,0,1
technical,low,275,5,77.0,71.0,3,0,1
technical,medium,273,4,80.0,97.0,3,0,1
technical,low,272,5,84.0,46.0,3,0,1
technical,low,280,5,91.0,88.0,3,0,1
technical,low,272,3,64.0,61.0,3,0,1
technical,low,281,5,15.0,59.0,4,1,1
support,low,271,4,74.0,58.0,3,0,1
support,low,262,4,94.0,78.0,3,0,1
support,low,267,3,57.0,58.0,3,0,1
IT,low,279,5,92.0,63.0,3,0,1
product_mng,low,270,5,76.0,54.0,2,1,1
IT,low,268,3,73.0,92.0,3,1,1
hr,low,266,2,24.0,60.0,6,0,1
hr,low,277,2,42.0,47.0,4,0,1
marketing,low,288,4,92.0,82.0,4,0,1
support,low,274,3,92.0,94.0,2,1,1
marketing,low,257,6,68.0,55.0,3,0,1
marketing,low,285,4,49.0,86.0,2,0,1
